2026/01/26 20:55:12 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:55:13 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:55:14 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:55:15 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:55:17 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:55:19 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:55:23 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:55:30 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:55:44 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:56:11 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:57:04 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:57:22 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:57:23 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:57:24 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:57:25 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:57:26 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/01/26 20:57:28 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/02/07 12:54:51 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/02/07 12:54:53 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/02/07 12:54:55 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/02/07 12:54:56 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/02/07 12:54:58 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/02/07 12:55:00 [emerg] 1#1: unknown log format escaping "jsonl" in /etc/nginx/nginx.conf:29
2026/02/10 20:28:15 [warn] 3987#3987: "ssl_stapling" ignored, issuer certificate not found for certificate "/etc/nginx/conf/server.crt"
2026/02/10 20:28:15 [notice] 3987#3987: ModSecurity-nginx v1.0.4 (rules loaded inline/local/remote: 0/930/0)
2026/02/10 20:28:15 [notice] 3987#3987: libmodsecurity3 version 3.0.14
2026/02/10 20:28:15 [notice] 3987#3987: signal process started
2026/02/10 20:28:17 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/10 20:28:30 [error] 3993#3993: *346 [client 172.18.0.1] ModSecurity: Access denied with code 403 (phase 2). Matched "Operator `Rx' with parameter `user' against variable `REQUEST_URI' (Value: `/login.php/user' ) [file "/opt/custom-rules/custom-1000002.conf"] [line "2"] [id "1000002"] [rev ""] [msg "-"] [data ""] [severity "2"] [ver ""] [maturity "0"] [accuracy "0"] [tag "modsecurity"] [hostname "localhost"] [uri "/login.php/user"] [unique_id "177073011035.462552"] [ref "o11,4v4,15"], client: 172.18.0.1, server: _, request: "GET /login.php/user HTTP/1.1", host: "localhost:8080"
2026/02/10 20:28:39 [warn] 4012#4012: "ssl_stapling" ignored, issuer certificate not found for certificate "/etc/nginx/conf/server.crt"
2026/02/10 20:28:39 [notice] 4012#4012: ModSecurity-nginx v1.0.4 (rules loaded inline/local/remote: 0/929/0)
2026/02/10 20:28:39 [notice] 4012#4012: libmodsecurity3 version 3.0.14
2026/02/10 20:28:39 [warn] 4018#4018: "ssl_stapling" ignored, issuer certificate not found for certificate "/etc/nginx/conf/server.crt"
2026/02/10 20:28:39 [notice] 4018#4018: ModSecurity-nginx v1.0.4 (rules loaded inline/local/remote: 0/929/0)
2026/02/10 20:28:39 [notice] 4018#4018: libmodsecurity3 version 3.0.14
2026/02/10 20:28:39 [notice] 4018#4018: signal process started
2026/02/10 20:28:53 [error] 4026#4026: *350 [client 172.18.0.1] ModSecurity: Access denied with code 403 (phase 2). Matched "Operator `Rx' with parameter `admin' against variable `REQUEST_URI' (Value: `/admin' ) [file "/opt/custom-rules/custom-100003.conf"] [line "2"] [id "100003"] [rev ""] [msg "Test"] [data ""] [severity "2"] [ver ""] [maturity "0"] [accuracy "0"] [tag "modsecurity"] [hostname "localhost"] [uri "/admin"] [unique_id "177073013339.742117"] [ref "o1,5v4,6"], client: 172.18.0.1, server: _, request: "GET /admin HTTP/1.1", host: "localhost:8080"
2026/02/10 20:29:01 [warn] 4033#4033: "ssl_stapling" ignored, issuer certificate not found for certificate "/etc/nginx/conf/server.crt"
2026/02/10 20:29:01 [notice] 4033#4033: ModSecurity-nginx v1.0.4 (rules loaded inline/local/remote: 0/929/0)
2026/02/10 20:29:01 [notice] 4033#4033: libmodsecurity3 version 3.0.14
2026/02/10 20:29:01 [warn] 4039#4039: "ssl_stapling" ignored, issuer certificate not found for certificate "/etc/nginx/conf/server.crt"
2026/02/10 20:29:01 [notice] 4039#4039: ModSecurity-nginx v1.0.4 (rules loaded inline/local/remote: 0/929/0)
2026/02/10 20:29:01 [notice] 4039#4039: libmodsecurity3 version 3.0.14
2026/02/10 20:29:01 [notice] 4039#4039: signal process started
2026/02/10 20:29:19 [error] 4047#4047: *358 [client 172.18.0.1] ModSecurity: Access denied with code 403 (phase 2). Matched "Operator `Rx' with parameter `admin1' against variable `REQUEST_URI' (Value: `/login.php/admin1' ) [file "/opt/custom-rules/custom-100003.conf"] [line "2"] [id "100003"] [rev ""] [msg "Test"] [data ""] [severity "2"] [ver ""] [maturity "0"] [accuracy "0"] [tag "modsecurity"] [hostname "localhost"] [uri "/login.php/admin1"] [unique_id "177073015927.965353"] [ref "o11,6v4,17"], client: 172.18.0.1, server: _, request: "GET /login.php/admin1 HTTP/1.1", host: "localhost:8080"
2026/02/10 20:29:26 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/11 16:47:56 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/11 16:48:56 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/11 16:50:05 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
2026/02/11 16:51:14 [emerg] 1#1: host not found in upstream "dvwa:80" in /etc/nginx/conf.d/default.conf:8
